order_id,order_date,city,state,category,quantity,payment_mode,delivery_type,unit_price,discount_percent,final_price,order_value,delivery_days,customer_rating,is_returned,profit
110456,2024-05-15,Nagpur,Maharashtra,Succulent,4,Card,Standard,383,25.0,287.25,1149.0,7,3.3,Yes,193.39
110457,2023-03-17,Nagpur,Maharashtra,Indoor Plant,4,UPI,Express,481,15.0,408.84999999999997,1635.3999999999999,1,3.9,No,417.35
110458,2023-11-12,Delhi,Delhi,Outdoor Plant,2,UPI,Standard,532,5.0,505.4,1010.8,8,4.7,No,336.25
110459,2024-11-27,Mumbai,Maharashtra,Outdoor Plant,2,COD,Standard,512,10.0,460.8,921.6,5,3.3,Yes,260.32
110460,2025-10-06,Mumbai,Maharashtra,Outdoor Plant,2,COD,Express,581,10.0,522.9,1045.8,3,3.9,No,187.27
110461,2025-01-01,Mumbai,Maharashtra,Flowering Plant,4,COD,Express,563,5.0,534.85,2139.4,3,3.5,No,655.37
110462,2025-12-30,Mumbai,Maharashtra,Pot,3,UPI,Standard,357,5.0,339.15,1017.4499999999999,4,5.0,Yes,194.32
110463,2025-08-26,Pune,Maharashtra,Indoor Plant,1,UPI,Standard,438,10.0,394.2,394.2,6,4.2,No,99.73
110464,2025-05-03,Hyderabad,Telangana,Outdoor Plant,3,Card,Express,565,5.0,536.75,1610.25,3,3.7,No,546.52
110465,2024-10-27,Pune,Maharashtra,Soil & Fertilizer,2,COD,Standard,307,0.0,307.0,614.0,5,4.4,No,184.37
110466,2024-10-13,Bengaluru,Karnataka,Flowering Plant,3,COD,Standard,569,15.0,483.65,1450.9499999999998,5,4.1,No,455.78
110467,2025-12-30,Bhopal,Madhya Pradesh,Flowering Plant,1,COD,Standard,633,5.0,601.35,601.35,4,5.0,No,150.08
110468,2023-02-15,Delhi,Delhi,Soil & Fertilizer,3,UPI,Express,207,5.0,196.64999999999998,589.9499999999999,2,4.1,No,206.43
110469,2025-12-06,Pune,Maharashtra,Indoor Plant,2,Card,Express,456,25.0,342.0,684.0,3,4.3,No,134.06
110470,2023-05-29,Bengaluru,Karnataka,Succulent,1,Card,Express,304,15.0,258.4,258.4,1,2.5,No,74.77
110471,2025-06-28,Bhopal,Madhya Pradesh,Flowering Plant,4,UPI,Standard,610,25.0,457.5,1830.0,6,,Yes,600.99
110472,2024-03-31,Bengaluru,Karnataka,Indoor Plant,3,COD,Standard,437,15.0,371.45,1114.35,4,3.8,No,302.59
110473,2025-05-26,Hyderabad,Telangana,Flowering Plant,4,COD,Standard,633,5.0,601.35,2405.4,7,3.8,No,813.02
110474,2025-08-23,Bengaluru,Karnataka,Indoor Plant,4,Card,Express,454,5.0,431.29999999999995,1725.1999999999998,1,3.6,No,585.58
110475,2025-05-18,Indore,Madhya Pradesh,Outdoor Plant,1,UPI,Standard,552,20.0,441.6,441.6,5,4.4,No,143.51
110476,2025-07-17,Bengaluru,Karnataka,Tool,4,COD,Standard,542,10.0,487.8,1951.2,4,3.5,No,565.24
110477,2025-10-20,Pune,Maharashtra,Succulent,4,UPI,Standard,324,15.0,275.4,1101.6,7,3.5,No,362.17
110478,2025-09-27,Bengaluru,Karnataka,Soil & Fertilizer,3,COD,Standard,252,15.0,214.2,642.5999999999999,3,4.0,Yes,123.96
110479,2025-02-12,Pune,Maharashtra,Flowering Plant,1,UPI,Standard,571,5.0,542.4499999999999,542.4499999999999,5,4.5,No,151.13
110480,2023-09-01,Bhopal,Madhya Pradesh,Soil & Fertilizer,2,Card,Standard,300,25.0,225.0,450.0,8,3.2,No,91.84
110481,2024-04-18,Indore,Madhya Pradesh,Flowering Plant,2,COD,Standard,565,5.0,536.75,1073.5,4,4.4,No,183.06
110482,2024-01-17,Bhopal,Madhya Pradesh,Flowering Plant,1,UPI,Express,656,15.0,557.6,557.6,2,4.3,No,165.22
110483,2024-05-03,Bengaluru,Karnataka,Tool,4,COD,Standard,412,0.0,412.0,1648.0,3,,No,328.2
110484,2025-11-26,Mumbai,Maharashtra,Pot,3,Card,Standard,395,25.0,296.25,888.75,6,3.4,No,157.38
110485,2024-02-01,Delhi,Delhi,Pot,4,COD,Standard,346,5.0,328.7,1314.8,5,3.7,No,343.32
110486,2023-10-23,Jaipur,Rajasthan,Tool,2,UPI,Standard,404,10.0,363.6,727.2,7,3.9,No,126.16
110487,2023-04-17,Mumbai,Maharashtra,Soil & Fertilizer,3,COD,Standard,221,5.0,209.95,629.8499999999999,4,4.1,Yes,164.95
110488,2025-05-09,Indore,Madhya Pradesh,Outdoor Plant,1,Card,Express,496,25.0,372.0,372.0,3,3.9,No,108.86
110489,2025-08-11,Bhopal,Madhya Pradesh,Flowering Plant,4,COD,Standard,609,10.0,548.1,2192.4,4,4.2,No,359.63
110490,2024-06-13,Indore,Madhya Pradesh,Succulent,4,COD,Standard,381,15.0,323.84999999999997,1295.3999999999999,5,4.1,Yes,369.67
110491,2025-07-22,Hyderabad,Telangana,Pot,3,COD,Standard,365,5.0,346.75,1040.25,4,3.1,No,286.54
110492,2023-10-15,Bhopal,Madhya Pradesh,Indoor Plant,4,UPI,Express,379,25.0,284.25,1137.0,2,4.1,Yes,211.27
110493,2024-12-06,Bengaluru,Karnataka,Indoor Plant,1,COD,Express,365,5.0,346.75,346.75,2,3.6,No,100.4
110494,2023-08-03,Bhopal,Madhya Pradesh,Indoor Plant,3,COD,Express,370,0.0,370.0,1110.0,3,4.7,No,320.61
110495,2025-01-01,Mumbai,Maharashtra,Outdoor Plant,1,UPI,Standard,461,5.0,437.95,437.95,8,3.6,No,105.4
110496,2023-12-10,Delhi,Delhi,Tool,1,Card,Standard,442,0.0,442.0,442.0,5,3.1,No,104.87
110497,2023-07-13,Bengaluru,Karnataka,Flowering Plant,1,UPI,Standard,554,0.0,554.0,554.0,5,3.5,No,129.75
110498,2023-06-07,Nagpur,Maharashtra,Flowering Plant,1,COD,Standard,558,10.0,502.2,502.2,5,4.6,No,90.56
110499,2024-04-09,Mumbai,Maharashtra,Soil & Fertilizer,4,UPI,Standard,256,5.0,243.2,972.8,4,5.0,No,336.83
110500,2023-04-14,Chennai,Tamil Nadu,Pot,3,UPI,Standard,338,10.0,304.2,912.5999999999999,6,4.3,No,195.81
110501,2023-02-03,Bengaluru,Karnataka,Indoor Plant,4,UPI,Express,362,0.0,362.0,1448.0,2,4.7,No,464.57
110502,2024-09-30,Bengaluru,Karnataka,Outdoor Plant,2,COD,Standard,519,10.0,467.1,934.2,5,3.0,No,204.39
110503,2023-11-21,Mumbai,Maharashtra,Soil & Fertilizer,1,Card,Standard,341,15.0,289.84999999999997,289.84999999999997,4,4.0,No,86.17
110504,2024-11-21,Hyderabad,Telangana,Succulent,1,COD,Express,381,5.0,361.95,361.95,3,4.4,No,120.81
110505,2024-08-14,Bhopal,Madhya Pradesh,Flowering Plant,2,COD,Standard,589,10.0,530.1,1060.2,5,,No,251.42
110506,2023-05-21,Chennai,Tamil Nadu,Flowering Plant,2,COD,Express,696,5.0,661.1999999999999,1322.3999999999999,3,3.2,No,250.55
110507,2024-04-18,Indore,Madhya Pradesh,Outdoor Plant,1,Card,Standard,576,0.0,576.0,576.0,6,3.6,No,122.12
110508,2025-11-20,Bengaluru,Karnataka,Soil & Fertilizer,4,Card,Standard,250,15.0,212.5,850.0,6,3.1,No,195.66
110509,2025-06-02,Bhopal,Madhya Pradesh,Soil & Fertilizer,4,Card,Standard,208,20.0,166.4,665.6,4,4.0,No,137.23
110510,2023-03-04,Jaipur,Rajasthan,Pot,1,COD,Standard,419,0.0,419.0,419.0,3,3.3,No,111.47
110511,2023-10-31,Jaipur,Rajasthan,Tool,3,UPI,Standard,485,20.0,388.0,1164.0,6,4.4,No,373.39
110512,2025-12-20,Indore,Madhya Pradesh,Outdoor Plant,2,COD,Standard,499,10.0,449.1,898.2,8,2.7,No,241.03
110513,2024-01-31,Pune,Maharashtra,Soil & Fertilizer,4,Card,Standard,305,15.0,259.25,1037.0,3,4.2,No,321.26
110514,2023-11-30,Chennai,Tamil Nadu,Pot,3,UPI,Express,408,15.0,346.8,1040.4,3,2.4,No,183.1
110515,2025-02-24,Jaipur,Rajasthan,Soil & Fertilizer,1,UPI,Standard,258,20.0,206.4,206.4,4,4.8,No,56.06
110516,2024-02-15,Delhi,Delhi,Flowering Plant,1,COD,Standard,673,0.0,673.0,673.0,8,3.6,No,117.52
110517,2023-10-11,Indore,Madhya Pradesh,Pot,4,UPI,Standard,416,25.0,312.0,1248.0,7,3.9,No,417.74
110518,2024-04-10,Mumbai,Maharashtra,Soil & Fertilizer,4,UPI,Express,204,20.0,163.20000000000002,652.8000000000001,2,3.8,No,223.44
110519,2023-03-21,Mumbai,Maharashtra,Tool,1,UPI,Standard,510,0.0,510.0,510.0,3,5.0,No,99.49
110520,2025-02-22,Nagpur,Maharashtra,Tool,4,UPI,Standard,426,5.0,404.7,1618.8,3,3.8,No,454.87
110521,2025-01-02,Delhi,Delhi,Pot,4,UPI,Standard,442,10.0,397.8,1591.2,4,4.4,No,300.64
110522,2023-03-18,Chennai,Tamil Nadu,Tool,4,UPI,Standard,415,20.0,332.0,1328.0,4,4.5,No,370.89
110523,2024-05-23,Jaipur,Rajasthan,Pot,1,Card,Standard,409,5.0,388.54999999999995,388.54999999999995,7,3.5,No,81.57
110524,2025-10-29,Pune,Maharashtra,Tool,2,COD,Standard,408,0.0,408.0,816.0,7,5.0,No,260.22
110525,2024-04-06,Chennai,Tamil Nadu,Soil & Fertilizer,3,COD,Standard,257,15.0,218.45,655.3499999999999,5,2.5,No,174.16
110526,2023-09-02,Hyderabad,Telangana,Pot,2,UPI,Standard,432,10.0,388.8,777.6,7,3.7,No,137.27
110527,2023-05-02,Chennai,Tamil Nadu,Tool,1,COD,Standard,508,15.0,431.8,431.8,6,3.9,Yes,99.66
110528,2023-07-04,Mumbai,Maharashtra,Indoor Plant,3,COD,Standard,432,5.0,410.4,1231.1999999999998,8,3.8,Yes,310.73
110529,2023-02-01,Nagpur,Maharashtra,Tool,1,COD,Standard,503,20.0,402.40000000000003,402.40000000000003,8,3.6,No,130.37
110530,2025-09-24,Jaipur,Rajasthan,Indoor Plant,2,UPI,Standard,497,5.0,472.15,944.3,6,3.3,No,289.5
110531,2025-01-31,Indore,Madhya Pradesh,Soil & Fertilizer,1,COD,Standard,342,10.0,307.8,307.8,3,4.2,Yes,75.42
110532,2024-07-22,Jaipur,Rajasthan,Indoor Plant,4,UPI,Express,384,25.0,288.0,1152.0,1,3.7,No,183.37
110533,2023-11-06,Bhopal,Madhya Pradesh,Indoor Plant,4,Card,Standard,455,0.0,455.0,1820.0,8,4.0,No,315.92
110534,2025-04-09,Mumbai,Maharashtra,Outdoor Plant,2,UPI,Standard,520,10.0,468.0,936.0,7,,No,232.66
110535,2025-09-18,Nagpur,Maharashtra,Tool,4,UPI,Standard,412,20.0,329.6,1318.4,6,2.8,No,332.65
110536,2025-12-15,Bhopal,Madhya Pradesh,Succulent,2,COD,Express,297,15.0,252.45,504.9,3,4.2,No,95.19
110537,2025-03-01,Delhi,Delhi,Soil & Fertilizer,1,COD,Standard,285,10.0,256.5,256.5,7,4.0,No,46.79
110538,2024-04-08,Pune,Maharashtra,Pot,1,COD,Standard,374,20.0,299.2,299.2,5,3.7,No,55.8
110539,2024-11-08,Chennai,Tamil Nadu,Outdoor Plant,2,Card,Standard,532,10.0,478.8,957.6,6,4.1,No,146.95
110540,2025-09-05,Hyderabad,Telangana,Soil & Fertilizer,3,UPI,Standard,258,15.0,219.29999999999998,657.9,7,3.9,Yes,178.56
110541,2024-10-31,Bengaluru,Karnataka,Indoor Plant,2,COD,Standard,436,5.0,414.2,828.4,4,,No,160.7
110542,2024-11-28,Bengaluru,Karnataka,Pot,3,UPI,Express,330,0.0,330.0,990.0,3,4.6,No,209.69
110543,2025-09-20,Indore,Madhya Pradesh,Succulent,2,COD,Standard,277,5.0,263.15,526.3,7,4.2,No,93.25
110544,2023-03-19,Nagpur,Maharashtra,Soil & Fertilizer,1,UPI,Express,300,,270.0,270.0,1,3.5,No,60.19
110545,2024-06-17,Delhi,Delhi,Pot,4,COD,Standard,424,20.0,339.20000000000005,1356.8000000000002,5,3.9,No,232.9
110546,2023-04-18,Mumbai,Maharashtra,Tool,2,COD,Standard,484,0.0,484.0,968.0,6,2.6,No,229.69
110547,2025-02-02,Hyderabad,Telangana,Tool,3,COD,Express,469,5.0,445.54999999999995,1336.6499999999999,2,4.4,Yes,314.16
110548,2023-01-15,Indore,Madhya Pradesh,Flowering Plant,4,COD,Standard,652,5.0,619.4,2477.6,8,,No,855.4
110549,2024-01-05,Delhi,Delhi,Flowering Plant,3,UPI,Standard,690,15.0,586.5,1759.5,3,4.1,No,377.74
110550,2023-07-24,Pune,Maharashtra,Soil & Fertilizer,3,UPI,Standard,328,10.0,295.2,885.5999999999999,5,3.6,No,222.88
110551,2025-05-14,Mumbai,Maharashtra,Outdoor Plant,3,COD,Standard,455,10.0,409.5,1228.5,6,5.0,No,269.91
110552,2024-03-16,Bengaluru,Karnataka,Succulent,3,UPI,Standard,329,0.0,329.0,987.0,7,5.0,No,263.61
110553,2025-05-08,Pune,Maharashtra,Outdoor Plant,2,COD,Standard,470,25.0,352.5,705.0,8,4.7,No,210.02
110554,2023-08-15,Indore,Madhya Pradesh,Pot,4,UPI,Express,312,20.0,249.60000000000002,998.4000000000001,3,3.3,No,196.26
110555,2024-06-11,Nagpur,Maharashtra,Succulent,4,COD,Standard,377,0.0,377.0,1508.0,5,3.7,No,498.5
110556,2023-12-20,Bhopal,Madhya Pradesh,Soil & Fertilizer,4,COD,Standard,239,0.0,239.0,956.0,3,4.6,No,308.1
110557,2024-09-14,Nagpur,Maharashtra,Outdoor Plant,4,COD,Standard,584,5.0,554.8,2219.2,3,3.9,Yes,696.58
110558,2025-10-21,Mumbai,Maharashtra,Pot,1,UPI,Express,327,0.0,327.0,327.0,1,4.8,No,62.46
110559,2025-07-15,Pune,Maharashtra,Indoor Plant,1,Card,Express,429,15.0,364.65,364.65,3,3.0,No,82.77
110560,2023-06-10,Chennai,Tamil Nadu,Pot,2,COD,Standard,389,5.0,369.54999999999995,739.0999999999999,4,2.7,No,251.49
110561,2025-05-20,Nagpur,Maharashtra,Tool,4,COD,Standard,443,20.0,354.40000000000003,1417.6000000000001,5,5.0,No,214.07
110562,2024-03-19,Jaipur,Rajasthan,Outdoor Plant,1,COD,Express,584,15.0,496.4,496.4,1,5.0,No,99.67
110563,2024-04-07,Pune,Maharashtra,Soil & Fertilizer,4,COD,Standard,315,10.0,283.5,1134.0,3,3.6,No,175.99
110564,2025-11-19,Indore,Madhya Pradesh,Soil & Fertilizer,2,COD,Standard,332,0.0,332.0,664.0,4,4.8,No,149.17
110565,2024-04-17,Nagpur,Maharashtra,Succulent,3,COD,Express,271,0.0,271.0,813.0,3,4.6,No,224.55
110566,2024-07-10,Bhopal,Madhya Pradesh,Succulent,2,Card,Express,308,0.0,308.0,616.0,3,4.3,No,110.01
110567,2023-03-21,Indore,Madhya Pradesh,Indoor Plant,1,COD,Standard,389,5.0,369.54999999999995,369.54999999999995,3,4.7,No,119.79
110568,2025-11-28,Bhopal,Madhya Pradesh,Outdoor Plant,1,UPI,Standard,462,0.0,462.0,462.0,3,3.3,Yes,115.8
110569,2023-08-28,Chennai,Tamil Nadu,Tool,1,COD,Express,425,5.0,403.75,403.75,3,3.4,No,73.5
110570,2024-07-10,Jaipur,Rajasthan,Soil & Fertilizer,2,COD,Standard,338,20.0,270.40000000000003,540.8000000000001,7,3.9,No,166.83
110571,2024-08-12,Chennai,Tamil Nadu,Soil & Fertilizer,2,UPI,Standard,305,0.0,305.0,610.0,5,4.6,No,194.44
110572,2023-09-26,Jaipur,Rajasthan,Indoor Plant,2,UPI,Standard,413,5.0,392.34999999999997,784.6999999999999,4,4.3,No,205.77
110573,2023-12-01,Delhi,Delhi,Flowering Plant,4,COD,Express,565,10.0,508.5,2034.0,1,3.9,No,668.83
110574,2023-11-08,Bengaluru,Karnataka,Soil & Fertilizer,1,COD,Standard,321,15.0,272.84999999999997,272.84999999999997,8,3.8,No,57.58
110575,2025-12-12,Bhopal,Madhya Pradesh,Pot,2,COD,Standard,444,5.0,421.79999999999995,843.5999999999999,6,4.2,No,243.89
110576,2025-12-27,Delhi,Delhi,Flowering Plant,2,COD,Standard,558,15.0,474.3,948.6,8,,No,215.75
110577,2024-11-24,Pune,Maharashtra,Flowering Plant,4,Card,Express,675,0.0,675.0,2700.0,1,4.8,No,745.36
110578,2023-02-03,Jaipur,Rajasthan,Indoor Plant,1,UPI,Standard,488,15.0,414.8,414.8,8,2.9,No,136.64
110579,2024-01-21,Chennai,Tamil Nadu,Indoor Plant,3,Card,Express,365,15.0,310.25,930.75,3,3.4,No,146.99
110580,2023-09-06,Delhi,Delhi,Pot,3,COD,Standard,448,0.0,448.0,1344.0,7,3.7,No,226.63
110581,2025-12-06,Chennai,Tamil Nadu,Indoor Plant,1,UPI,Standard,454,25.0,340.5,340.5,8,4.8,No,114.46
110582,2025-03-04,Jaipur,Rajasthan,Indoor Plant,4,COD,Standard,362,15.0,307.7,1230.8,3,3.9,No,216.29
110583,2025-05-01,Chennai,Tamil Nadu,Indoor Plant,1,Card,Express,389,25.0,291.75,291.75,2,2.5,No,51.75
110584,2025-05-23,Mumbai,Maharashtra,Soil & Fertilizer,3,COD,Standard,206,5.0,195.7,587.0999999999999,8,4.2,No,142.38
110585,2024-01-11,Mumbai,Maharashtra,Indoor Plant,2,UPI,Express,463,25.0,347.25,694.5,1,3.5,No,129.33
110586,2024-12-24,Bhopal,Madhya Pradesh,Indoor Plant,1,COD,Express,493,10.0,443.7,443.7,3,3.5,No,140.18
110587,2023-07-21,Chennai,Tamil Nadu,Tool,3,UPI,Standard,532,0.0,532.0,1596.0,3,3.0,No,462.09
110588,2024-03-20,Pune,Maharashtra,Flowering Plant,2,UPI,Standard,619,15.0,526.15,1052.3,6,3.8,No,168.38
110589,2023-10-24,Mumbai,Maharashtra,Flowering Plant,1,UPI,Standard,598,15.0,508.3,508.3,4,3.4,Yes,95.08
110590,2024-05-07,Pune,Maharashtra,Pot,4,COD,Standard,394,25.0,295.5,1182.0,5,2.8,No,382.66
110591,2023-12-04,Indore,Madhya Pradesh,Succulent,3,UPI,Standard,291,5.0,276.45,829.3499999999999,3,4.8,No,129.24
110592,2025-07-11,Hyderabad,Telangana,Pot,2,COD,Express,421,15.0,357.84999999999997,715.6999999999999,1,4.0,No,182.16
110593,2025-12-25,Jaipur,Rajasthan,Soil & Fertilizer,2,COD,Express,335,25.0,251.25,502.5,1,4.1,No,100.93
110594,2025-03-02,Jaipur,Rajasthan,Soil & Fertilizer,4,UPI,Express,282,20.0,225.60000000000002,902.4000000000001,3,2.9,No,179.23
110595,2025-08-19,Pune,Maharashtra,Soil & Fertilizer,3,Card,Standard,240,20.0,192.0,576.0,6,3.6,No,106.36
110596,2023-11-13,Bengaluru,Karnataka,Outdoor Plant,2,Card,Standard,493,20.0,394.40000000000003,788.8000000000001,6,4.3,No,203.73
110597,2025-07-30,Pune,Maharashtra,Pot,4,COD,Standard,337,20.0,269.6,1078.4,6,2.5,No,300.29
110598,2024-09-17,Jaipur,Rajasthan,Tool,3,Card,Standard,464,5.0,440.79999999999995,1322.3999999999999,3,4.2,No,369.87
110599,2023-03-16,Hyderabad,Telangana,Pot,4,Card,Express,362,0.0,362.0,1448.0,2,4.3,No,236.5
110600,2025-07-27,Mumbai,Maharashtra,Indoor Plant,4,COD,Standard,414,25.0,310.5,1242.0,4,4.3,No,294.17
110601,2023-02-28,Pune,Maharashtra,Indoor Plant,4,UPI,Express,487,15.0,413.95,1655.8,1,4.2,No,372.57
110602,2024-01-21,Chennai,Tamil Nadu,Indoor Plant,4,Card,Standard,351,5.0,333.45,1333.8,3,3.7,No,236.59
110603,2023-01-15,Bengaluru,Karnataka,Succulent,3,UPI,Standard,385,15.0,327.25,981.75,7,3.4,No,164.21
110604,2023-07-18,Jaipur,Rajasthan,Tool,4,COD,Express,507,5.0,481.65,1926.6,2,2.6,No,446.29
110605,2023-02-04,Pune,Maharashtra,Tool,4,UPI,Standard,441,5.0,418.95,1675.8,3,5.0,No,261.05
110606,2023-06-11,Pune,Maharashtra,Soil & Fertilizer,2,COD,Standard,307,10.0,276.3,552.6,3,4.1,No,188.15
110607,2025-09-08,Chennai,Tamil Nadu,Indoor Plant,3,COD,Express,486,0.0,486.0,1458.0,3,3.0,No,323.32
110608,2025-03-09,Indore,Madhya Pradesh,Outdoor Plant,3,Card,Express,549,25.0,411.75,1235.25,2,3.9,No,410.39
110609,2025-06-13,Mumbai,Maharashtra,Tool,4,COD,Express,486,25.0,364.5,1458.0,2,3.7,No,286.66
110610,2024-04-15,Hyderabad,Telangana,Flowering Plant,4,Card,Standard,671,15.0,570.35,2281.4,7,4.4,No,728.71
110611,2024-06-14,Mumbai,Maharashtra,Outdoor Plant,1,COD,Standard,480,0.0,480.0,480.0,5,3.8,No,80.88
110612,2025-03-02,Chennai,Tamil Nadu,Tool,4,UPI,Express,466,0.0,466.0,1864.0,1,3.3,No,344.55
110613,2025-05-01,Jaipur,Rajasthan,Tool,3,UPI,Standard,501,15.0,425.84999999999997,1277.55,7,4.9,No,231.72
110614,2023-12-14,Chennai,Tamil Nadu,Succulent,2,UPI,Express,383,15.0,325.55,651.1,2,4.2,No,118.92
110615,2024-11-24,Bhopal,Madhya Pradesh,Indoor Plant,3,Card,Standard,394,0.0,394.0,1182.0,8,5.0,No,361.68
110616,2025-07-23,Delhi,Delhi,Pot,2,Card,Express,358,10.0,322.2,644.4,1,3.6,No,167.72
110617,2025-07-01,Indore,Madhya Pradesh,Tool,4,UPI,Standard,462,15.0,392.7,1570.8,6,4.8,No,521.92
110618,2023-05-27,Delhi,Delhi,Flowering Plant,1,COD,Standard,654,0.0,654.0,654.0,5,3.7,No,182.04
110619,2024-11-05,Jaipur,Rajasthan,Soil & Fertilizer,2,UPI,Standard,328,0.0,328.0,656.0,5,3.7,No,164.42
110620,2024-11-17,Hyderabad,Telangana,Succulent,3,COD,Express,251,25.0,188.25,564.75,3,3.8,Yes,160.62
110621,2025-08-17,Mumbai,Maharashtra,Outdoor Plant,4,COD,Standard,540,10.0,486.0,1944.0,7,4.4,No,435.84
110622,2024-11-16,Bengaluru,Karnataka,Tool,2,COD,Standard,466,5.0,442.7,885.4,3,4.1,No,200.07
110623,2023-05-01,Bhopal,Madhya Pradesh,Indoor Plant,1,COD,Standard,378,0.0,378.0,378.0,4,4.2,No,58.51
110624,2024-02-23,Indore,Madhya Pradesh,Succulent,1,COD,Standard,279,0.0,279.0,279.0,7,2.8,No,94.87
110625,2023-12-16,Delhi,Delhi,Succulent,1,COD,Express,270,5.0,256.5,256.5,2,3.4,Yes,50.42
110626,2023-02-11,Pune,Maharashtra,Pot,4,COD,Express,371,15.0,315.34999999999997,1261.3999999999999,2,4.9,No,328.71
110627,2023-01-29,Bhopal,Madhya Pradesh,Soil & Fertilizer,2,COD,Standard,207,15.0,175.95,351.9,5,4.9,No,122.4
110628,2025-08-23,Mumbai,Maharashtra,Pot,2,COD,Standard,442,5.0,419.9,839.8,8,3.1,No,153.95
110629,2025-02-23,Bhopal,Madhya Pradesh,Pot,4,UPI,Standard,333,15.0,283.05,1132.2,7,4.6,No,214.4
110630,2023-01-14,Jaipur,Rajasthan,Soil & Fertilizer,2,COD,Standard,348,,313.2,626.4,6,3.9,No,145.26
110631,2025-07-08,Pune,Maharashtra,Outdoor Plant,4,COD,Express,566,15.0,481.09999999999997,1924.3999999999999,3,3.8,No,597.04
110632,2025-03-28,Hyderabad,Telangana,Pot,1,COD,Standard,439,25.0,329.25,329.25,7,3.3,No,58.07
110633,2025-04-04,Pune,Maharashtra,Soil & Fertilizer,2,COD,Express,323,5.0,306.84999999999997,613.6999999999999,2,2.7,No,210.23
110634,2025-05-21,Hyderabad,Telangana,Succulent,1,Card,Standard,307,10.0,276.3,276.3,5,3.2,No,61.42
110635,2023-10-22,Jaipur,Rajasthan,Tool,4,COD,Standard,526,0.0,526.0,2104.0,7,3.9,No,528.03
110636,2025-05-13,Hyderabad,Telangana,Succulent,1,UPI,Standard,319,15.0,271.15,271.15,7,4.0,No,86.09
110637,2024-07-01,Pune,Maharashtra,Soil & Fertilizer,3,COD,Express,263,5.0,249.85,749.55,1,4.7,No,232.22
110638,2025-11-26,Hyderabad,Telangana,Succulent,4,COD,Standard,298,15.0,253.29999999999998,1013.1999999999999,8,4.1,No,284.51
110639,2025-10-04,Nagpur,Maharashtra,Tool,3,COD,Standard,433,5.0,411.34999999999997,1234.05,8,3.3,No,284.13
110640,2025-11-03,Chennai,Tamil Nadu,Flowering Plant,4,COD,Express,611,0.0,611.0,2444.0,3,3.2,No,819.25
110641,2024-09-26,Hyderabad,Telangana,Flowering Plant,1,COD,Standard,623,0.0,623.0,623.0,5,4.8,No,159.04
110642,2024-08-17,Pune,Maharashtra,Soil & Fertilizer,1,UPI,Express,296,15.0,251.6,251.6,3,4.5,No,71.91
110643,2024-09-05,Chennai,Tamil Nadu,Soil & Fertilizer,1,Card,Standard,229,25.0,171.75,171.75,7,3.8,No,33.07
110644,2025-11-11,Chennai,Tamil Nadu,Outdoor Plant,3,COD,Standard,508,25.0,381.0,1143.0,8,4.4,No,224.34
110645,2024-04-09,Pune,Maharashtra,Tool,1,COD,Express,414,25.0,310.5,310.5,3,4.6,No,56.84
110646,2025-08-12,Bengaluru,Karnataka,Soil & Fertilizer,3,COD,Standard,249,15.0,211.65,634.95,5,2.8,No,196.04
110647,2025-07-18,Jaipur,Rajasthan,Pot,3,COD,Express,408,10.0,367.2,1101.6,3,3.4,No,186.2
110648,2025-03-09,Mumbai,Maharashtra,Succulent,2,Card,Standard,303,10.0,272.7,545.4,4,3.5,No,119.64
110649,2024-01-30,Mumbai,Maharashtra,Pot,2,Card,Standard,335,15.0,284.75,569.5,6,3.2,Yes,198.41
110650,2023-09-03,Chennai,Tamil Nadu,Soil & Fertilizer,2,COD,Standard,223,5.0,211.85,423.7,3,3.6,No,120.46
110651,2024-07-21,Jaipur,Rajasthan,Succulent,4,UPI,Standard,276,0.0,276.0,1104.0,6,4.3,No,188.01
110652,2023-02-07,Hyderabad,Telangana,Flowering Plant,3,UPI,Standard,646,0.0,646.0,1938.0,4,3.6,No,562.89
110653,2023-09-02,Nagpur,Maharashtra,Succulent,1,UPI,Standard,269,10.0,242.1,242.1,8,4.7,Yes,72.44
110654,2023-01-21,Indore,Madhya Pradesh,Outdoor Plant,2,COD,Standard,587,0.0,587.0,1174.0,5,3.7,Yes,384.64
110655,2024-01-29,Bengaluru,Karnataka,Indoor Plant,4,COD,Standard,401,10.0,360.90000000000003,1443.6000000000001,8,4.0,Yes,234.56
110656,2025-09-13,Delhi,Delhi,Tool,3,UPI,Standard,489,20.0,391.20000000000005,1173.6000000000001,6,3.5,No,215.18
110657,2023-01-08,Jaipur,Rajasthan,Succulent,4,UPI,Standard,321,0.0,321.0,1284.0,6,3.8,No,292.56
110658,2023-11-24,Bengaluru,Karnataka,Soil & Fertilizer,1,Card,Standard,342,0.0,342.0,342.0,3,3.7,No,91.43
110659,2023-10-17,Mumbai,Maharashtra,Outdoor Plant,2,UPI,Standard,587,5.0,557.65,1115.3,5,3.9,No,201.6
110660,2024-05-25,Indore,Madhya Pradesh,Flowering Plant,3,COD,Express,562,0.0,562.0,1686.0,1,3.1,Yes,393.85
110661,2025-06-30,Hyderabad,Telangana,Flowering Plant,4,Card,Standard,627,5.0,595.65,2382.6,4,2.8,No,415.07
110662,2023-12-27,Indore,Madhya Pradesh,Indoor Plant,2,COD,Standard,454,15.0,385.9,771.8,6,2.7,No,157.38
